model_id,lema,jawaban_model,kunci_hadir,sim_definisi,persentil_vs_skor_kebetulan,peringkat_dalam_lema,jumlah_makna,latency_ms,biaya_usd,tokens_in,tokens_out
qwen3-30b-a3b-2507,Piyambak,Piyambak berarti berjalan dengan cepat atau berlari.,0,0.1148,0.564,18,2,3123,8.7e-06,40,17
qwen3-30b-a3b-2507,Purun,Purun adalah anyaman dari daun nipah yang biasa digunakan untuk membuat atap atau dinding rumah.,0,0.2068,0.8381,7,1,722,7.04205e-06,38,27
qwen3-30b-a3b-2507,Reksa,Reksa berarti tanggung jawab atau kewajiban.,0,0.4341,0.9929,16,1,648,9e-06,39,17
qwen3-30b-a3b-2507,Rene,"""Rene"" dalam bahasa Indonesia berarti ""kembali"" atau ""pulang"".",0,0.2547,0.9113,8,1,2736,5.8356e-06,37,21
qwen3-30b-a3b-2507,Riyoyo,Riyoyo berarti berjalan atau berpindah tempat.,0,-0.0035,0.0846,17,1,550,5.11155e-06,38,17
qwen3-30b-a3b-2507,Rontek,Rontek berarti berjalan dengan cepat atau berlari.,0,0.0713,0.3754,14,1,722,5.1597e-06,39,17
qwen3-30b-a3b-2507,Sae,Sae berarti baik atau bagus dalam bahasa Indonesia.,1,0.4841,0.9966,7,1,2091,7.32e-06,38,13
qwen3-30b-a3b-2507,Saged,Saged berarti sangat atau sangat sekali.,0,0.1237,0.5995,16,1,574,7.1e-06,38,11
qwen3-30b-a3b-2507,Sagedipun,Sagedipun berarti sangat atau sangat sekali.,0,0.0962,0.487,15,1,2686,4.43565e-06,40,13
qwen3-30b-a3b-2507,Sampun,Sampun berarti sudah dalam bahasa Indonesia.,1,0.4364,0.9931,14,2,684,4.1463e-06,38,12
qwen3-30b-a3b-2507,Sanadyan,Sanadyan berarti suatu saat atau pada akhirnya.,0,0.0887,0.4542,16,1,930,8.4e-06,39,15
qwen3-30b-a3b-2507,Seje,Seje berarti cantik atau indah dalam bahasa Indonesia.,0,-0.0134,0.062,18,1,654,8.3e-06,38,15
qwen3-30b-a3b-2507,Senep,Senep berarti sisa atau tersisa.,0,0.1344,0.6397,20,2,557,7.1e-06,38,11
qwen3-30b-a3b-2507,Sewelas,Sewelas berarti satu (satu buah).,0,0.1364,0.6471,19,1,587,4.33935e-06,38,13
qwen3-30b-a3b-2507,Sitok,"Sitok adalah bentuk singkat dari kata ""situs"" yang dalam bahasa Indonesia berarti tempat atau lokasi, terutama dalam konteks digital seperti situs web.",0,0.3275,0.9669,2,1,1664,1.55e-05,38,39
qwen3-30b-a3b-2507,Songo,Songo berarti lima.,0,0.0406,0.2385,20,1,2796,5.52e-06,38,7
qwen3-30b-a3b-2507,sopo,Siapa,1,0.407,0.9893,12,1,664,2.40885e-06,38,3
qwen3-30b-a3b-2507,Stel kendo,Stel kendo berarti siapkan kendo (peralatan atau persiapan untuk bermain kendo).,0,0.0603,0.3252,20,1,603,6.9453e-06,40,26
qwen3-30b-a3b-2507,Sugeng,Sugeng berarti selamat dalam bahasa Indonesia.,1,0.3954,0.9874,16,1,1253,7.7e-06,38,13
qwen3-30b-a3b-2507,Sumelang,Sumelang berarti tidak jelas atau kabur (biasanya menggambarkan penglihatan atau pikiran yang tidak fokus).,0,0.2345,0.8851,10,1,2011,1.251e-05,39,30
qwen3-30b-a3b-2507,Sundel,"Sundel berarti hantu perempuan yang konon muncul di malam hari, sering dikaitkan dengan cerita rakyat Jawa.",1,0.316,0.9612,7,2,623,8.7795e-06,38,36
qwen3-30b-a3b-2507,Surup,Surup berarti menutup atau mengunci.,0,0.2226,0.8664,10,1,744,7.4e-06,38,12
qwen3-30b-a3b-2507,Syawalan,"Syawalan adalah perayaan atau upacara yang dilakukan setelah bulan Ramadan, khususnya pada malam pertama bulan Syawal, sebagai bentuk syukur dan perayaan Idul Fitri.",1,0.6612,0.9998,7,1,824,1.17234e-05,39,51
qwen3-30b-a3b-2507,Tali goci,"Tali goci berarti tali yang digunakan untuk mengikat atau menghubungkan sesuatu, biasanya dalam konteks tradisional atau alat pertanian.",0,0.5091,0.9978,2,1,886,9.45495e-06,40,39
qwen3-30b-a3b-2507,Tengen,Tengen berarti kanan.,1,0.2525,0.9088,10,1,855,3.6153e-06,39,9
qwen3-30b-a3b-2507,Tiwas,Tiwas berarti mati.,1,0.3303,0.9682,16,3,502,3.3741e-06,38,8
qwen3-30b-a3b-2507,Tresna,Tresna berarti cinta.,1,0.3452,0.9743,12,1,1539,5.91e-06,39,8
qwen3-30b-a3b-2507,Tumbas,Tumbas berarti kalah atau kalah dalam pertandingan.,0,0.093,0.4731,15,1,899,8.7e-06,39,16
qwen3-30b-a3b-2507,Tur,Tur berarti pergi atau meninggalkan suatu tempat.,0,0.0397,0.2344,14,1,882,8.5e-06,37,16
qwen3-30b-a3b-2507,Unjung-unjung,Unjung-unjung berarti ujung-ujung atau bagian paling akhir dari sesuatu.,0,0.1064,0.5295,13,1,555,7.23465e-06,42,27
qwen3-30b-a3b-2507,Urug,"Urug berarti menimbun atau mengisi dengan tanah, batu, atau bahan lain.",1,0.8042,1.0,2,1,545,6.26985e-06,38,23
qwen3-30b-a3b-2507,Wadon,Wadon berarti perempuan dalam bahasa Indonesia.,1,0.4647,0.9955,15,1,867,8.1e-06,39,14
qwen3-30b-a3b-2507,Wedhi,Wedhi berarti air dalam bahasa Indonesia.,0,0.1724,0.7588,12,1,701,3.95325e-06,38,11
qwen3-30b-a3b-2507,Wo,"""Wo"" dalam bahasa Indonesia berarti panggilan atau seruan untuk menarik perhatian, mirip ""hei"" atau ""wah"".",0,0.3761,0.9835,5,2,581,2.197e-05,37,33
qwen3-30b-a3b-2507,Yen,Yen berarti jika.,1,0.532,0.9985,5,1,430,3.18105e-06,38,7
qwen3-30b-a3b,akeh,Banyak.,1,0.2851,0.941,14,1,7835,2.6019e-06,38,4
qwen3-30b-a3b,Anggitan,Anggitan berarti sesuatu yang dianggap atau dianggapkan sebagai sesuatu yang tidak nyata atau khayalan.,0,0.2774,0.9344,9,1,1169,1.32e-05,39,31
qwen3-30b-a3b,bajigur,"Bajigur adalah minuman tradisional dari Jawa yang terbuat dari santan, gula jawa, dan bahan lainnya, biasanya diminum hangat.",1,0.7089,0.9999,6,2,4546,9.4068e-06,39,39
qwen3-30b-a3b,Balung,Balung berarti tulang.,1,0.2022,0.8291,11,1,525,6.2e-06,38,8
qwen3-30b-a3b,bantet,Bantet berarti gemuk atau berbadan besar.,1,0.2289,0.8765,11,1,1661,4.58055e-06,39,14
qwen3-30b-a3b,Bedat,Bedat berarti tidak sesuai atau tidak tepat.,0,0.1967,0.8176,7,1,927,4.33935e-06,38,13
qwen3-30b-a3b,Bisane,Bisane artinya kemampuan atau kebolehan.,1,0.359,0.9788,8,2,4762,7.32e-06,38,13
qwen3-30b-a3b,Blumbang,Blumbang berarti kotor atau tidak bersih.,0,0.1386,0.6548,14,1,630,4.19445e-06,39,12
qwen3-30b-a3b,Bolo,Bolo berarti parang atau golok besar.,0,0.1216,0.5913,12,3,497,4.1463e-06,38,12
qwen3-30b-a3b,Bondho,"Bondho berarti khas atau khasan, biasanya digunakan untuk menyebut sesuatu yang khas dari suatu daerah atau budaya.",0,0.1954,0.8146,12,1,1356,1.43e-05,38,35
qwen3-30b-a3b,Bongko,Bongko berarti kotor atau kusut.,0,0.1367,0.6479,17,2,537,4.3875e-06,39,13
qwen3-30b-a3b,Briwut,Briwut berarti kikir atau pelit.,0,-0.0108,0.067,19,1,504,4.3875e-06,39,13
qwen3-30b-a3b,Carane,Carane berarti bagaimana.,0,0.3378,0.9714,17,1,598,6.5e-06,38,9
qwen3-30b-a3b,Celuk,Celuk berarti anak sungai atau anak kali.,0,0.0656,0.349,20,1,2732,6.72e-06,38,11
qwen3-30b-a3b,Cempe,Cempe artinya kain tenun dari bahan kapas yang biasanya digunakan sebagai selendang atau sarung.,0,0.2363,0.8878,12,1,872,7.0902e-06,39,27
qwen3-30b-a3b,Cetho,"Cetho berarti tempat atau lokasi tertentu, sering merujuk pada tempat yang sakral atau suci dalam budaya Jawa.",0,0.0217,0.1631,15,1,536,8.6346e-06,39,35
qwen3-30b-a3b,Cilik,Cilik berarti kecil.,1,0.5459,0.9988,4,1,421,3.3741e-06,38,8
qwen3-30b-a3b,Crigis,Crigis berarti kikir atau pelit.,0,0.0257,0.1781,20,1,942,7.8e-06,39,13
qwen3-30b-a3b,Dalem,Dalem berarti dalam atau dalam hati.,0,0.0766,0.3996,16,3,2192,6.42e-06,38,10
qwen3-30b-a3b,Dateng,Dateng berarti datang.,1,0.3661,0.9808,12,2,468,3.3741e-06,38,8
qwen3-30b-a3b,Dong opo ora,Apa yang tidak bisa dilakukan?,0,0.2779,0.9349,14,1,725,6.7e-06,40,9
qwen3-30b-a3b,Dudu,Dudu berarti duduk dalam bahasa Indonesia.,0,0.0392,0.2323,16,1,895,4.33935e-06,38,13
qwen3-30b-a3b,Embuh,Tidak tahu atau tidak jelas.,1,0.6285,0.9997,2,1,328,9.62e-06,38,9
qwen3-30b-a3b,Endog,Endog berarti tidak mampu atau tidak sanggup.,0,0.0345,0.212,20,1,555,4.72545e-06,38,15
qwen3-30b-a3b,Entek,Entek berarti lemah atau tidak bertenaga.,0,0.3882,0.9861,11,1,722,4.33935e-06,38,13
qwen3-30b-a3b,Gangsal,Gangsal berarti jalan sempit atau gang kecil.,0,0.091,0.4643,9,1,470,4.72545e-06,38,15
qwen3-30b-a3b,Geger,Geger berarti kegaduhan atau kehebohan.,0,0.5246,0.9983,11,2,470,4.72545e-06,38,15
qwen3-30b-a3b,Gentho,Gentho berarti menyerupai atau seperti.,0,0.0304,0.1961,17,1,641,4.1463e-06,38,12
qwen3-30b-a3b,Graji,Graji berarti kotoran atau sisa makanan.,0,0.176,0.7684,6,1,633,8.6e-06,38,16
qwen3-30b-a3b,Iki,Ini.,1,0.2405,0.8936,7,1,1485,4.02e-06,38,2
qwen3-30b-a3b,Inggil,Inggil berarti mulia atau tinggi.,1,0.4581,0.995,6,3,552,7.5e-06,39,12
qwen3-30b-a3b,Isuk,Isuk artinya pagi hari.,1,0.4383,0.9933,5,1,443,3.56715e-06,38,9
qwen3-30b-a3b,Jalaran,Karena.,1,0.3924,0.9869,12,1,1552,4.41e-06,39,3
qwen3-30b-a3b,Janganan,Janganan berarti tidak boleh atau dilarang.,0,-0.0003,0.0929,19,1,865,8.1e-06,39,14
qwen3-30b-a3b,Jeblos,"Jeblos berarti memasukkan sesuatu ke dalam tempat yang sempit atau menaruh sesuatu ke dalam tempat yang dalam, seperti memasukkan ke dalam lubang atau penjara.",0,0.5221,0.9982,9,1,2339,1.692e-05,38,45
qwen3-30b-a3b,Jeglongan,"Jeglongan adalah alat musik tradisional berupa gendang kecil yang dimainkan dengan tangan, biasanya digunakan dalam pertunjukan wayang kulit.",0,0.118,0.5767,16,1,586,9.7929e-06,39,41
qwen3-30b-a3b,Kae,"Kae artinya ""di sana"" dalam bahasa Indonesia.",0,0.2452,0.9,4,1,793,8.3e-06,38,15
qwen3-30b-a3b,Kajeng,Kajeng berarti hari Kamis dalam penanggalan Jawa.,0,0.0814,0.4216,13,2,895,4.96665e-06,39,16
qwen3-30b-a3b,Kawulo,Kawulo berarti hamba atau pelayan.,1,0.4168,0.9907,9,2,745,7.7e-06,38,13
qwen3-30b-a3b,Kaya dene,Kaya dene berarti seperti kaya.,1,0.1986,0.8216,13,1,524,4.04955e-06,40,11
qwen3-30b-a3b,Kebluk,Kebluk berarti tidak berdaya atau lemah.,0,0.2808,0.9373,8,2,1023,8.1e-06,39,14
qwen3-30b-a3b,Keluk,Keluk berarti lengkungan atau bentuk melengkung.,0,0.0535,0.2945,20,1,881,8.6e-06,38,16
qwen3-30b-a3b,Kepethuk,Kepethuk berarti terkena atau tertimpa sesuatu secara tidak sengaja.,0,0.436,0.9931,8,1,2689,6.36615e-06,40,23
qwen3-30b-a3b,Keplongor,"""Keplongor"" berarti terlalu banyak atau berlebihan.",0,0.3014,0.9526,2,1,632,9.7e-06,40,19
qwen3-30b-a3b,Kiwa,Kiwa berarti kiri.,1,0.2045,0.8338,17,1,7436,3.3741e-06,38,8
qwen3-30b-a3b,Koen,"Koen berarti kain yang digunakan untuk menutupi atau melindungi sesuatu, seperti kain pelindung pada perabotan.",0,0.0861,0.4426,16,1,1533,8.58645e-06,38,35
qwen3-30b-a3b,Kowe,Kowe berarti kamu dalam bahasa Indonesia.,1,0.0972,0.4914,19,1,592,3.95325e-06,38,11
qwen3-30b-a3b,Kula,Kula berarti saya dalam bahasa Indonesia.,1,0.0521,0.2885,12,1,634,3.95325e-06,38,11
qwen3-30b-a3b,Kulon,Kulon berarti barat dalam bahasa Indonesia.,1,0.2608,0.9183,15,1,3502,7.02e-06,38,12
qwen3-30b-a3b,Kupat,Kupat adalah lontong dari tepung beras yang dibungkus daun pisang dan dikukus.,0,0.5675,0.9991,14,1,1117,1.17e-05,39,26
qwen3-30b-a3b,Lanang,Lanang berarti laki-laki dalam bahasa Indonesia.,1,0.4002,0.9882,19,1,878,4.72545e-06,38,15
qwen3-30b-a3b,lhais,Lhais berarti tidak atau tidak ada dalam bahasa Indonesia.,0,0.0833,0.4302,11,1,657,4.72545e-06,38,15
qwen3-30b-a3b,Likur,Likur berarti tidak berani atau takut.,0,-0.0139,0.0609,20,1,918,4.1463e-06,38,12
qwen3-30b-a3b,Londo ireng,Londo ireng berarti gelap mata.,0,0.1927,0.8089,15,1,613,7.3e-06,40,11
qwen3-30b-a3b,Luwes,Luwes berarti fleksibel atau mudah beradaptasi.,1,0.5607,0.999,12,2,2617,4.96665e-06,39,16
qwen3-30b-a3b,Mbanyol,Mbanyol berarti menangis atau menangis keras.,0,0.1194,0.5826,18,1,490,4.7736e-06,39,15
qwen3-30b-a3b,Mbeling,"Mbeling berarti berjalan dengan badan condong ke samping, biasanya karena sakit atau lelah.",0,0.1876,0.7972,12,1,684,1.2e-05,39,27
qwen3-30b-a3b,mbesengut,Mbesengut berarti bersikap sombong atau angkuh.,1,0.5492,0.9988,3,1,1015,5.4009e-06,40,18
qwen3-30b-a3b,Mbok,"Mbok berarti ""mungkin"" atau ""kemungkinan besar"".",0,0.172,0.7578,20,2,795,8.9e-06,38,17
qwen3-30b-a3b,Mboten,Tidak.,1,0.2981,0.9505,13,1,442,2.65005e-06,39,4
qwen3-30b-a3b,Meh,"Meh berarti ""sudah"" atau ""telah"" dalam bahasa Indonesia.",0,0.1931,0.8096,13,1,5520,5.64255e-06,37,20
qwen3-30b-a3b,Mekaten,"Mekaten adalah perayaan adat Jawa yang bertepatan dengan hari raya Waisak, biasanya dirayakan dengan upacara dan ziarah ke candi.",0,0.1343,0.6394,15,1,813,1.62e-05,39,41
qwen3-30b-a3b,Mendoan,Mendoan adalah makanan berupa tahu atau tempe yang digoreng dan biasanya disajikan dengan sambal.,0,0.7188,0.9999,13,1,921,7.66935e-06,39,30
qwen3-30b-a3b,Meneh,Lebih lanjut.,0,0.0914,0.4662,17,1,719,6e-06,39,7
qwen3-30b-a3b,Menungso,Menungso berarti manusia.,1,0.3168,0.9616,12,1,365,9.23e-06,39,8
qwen3-30b-a3b,Mrene,Di sini.,0,0.3667,0.981,9,1,1472,4.62e-06,38,4
qwen3-30b-a3b,Mripate,Mripate berarti matanya.,1,0.4598,0.9952,4,1,820,3.6153e-06,39,9
qwen3-30b-a3b,Muwah-muwuh,Muwah-muwuh berarti bersikap sopan dan hormat kepada orang yang lebih tua atau lebih tinggi kedudukannya.,1,0.3577,0.9784,7,1,531,8.00685e-06,42,31
qwen3-30b-a3b,Namung,Namung berarti hanya.,1,0.4186,0.9909,9,1,1850,5.22e-06,38,6
qwen3-30b-a3b,Nanging,Tetapi.,1,0.1241,0.601,15,1,1765,2.79495e-06,38,5
qwen3-30b-a3b,Ndrawasi,Ndrawasi berarti menggambarkan atau menjelaskan sesuatu secara rinci.,0,0.1895,0.8016,14,2,578,5.9319e-06,39,21
qwen3-30b-a3b,Nduwur,Tinggi.,1,0.3397,0.9721,14,1,512,7.28e-06,40,4
qwen3-30b-a3b,Nedha,Nedha berarti tidak.,0,0.0944,0.4791,14,1,810,3.3741e-06,38,8
qwen3-30b-a3b,Ngarit,Ngarit berarti menulis atau mencatat.,0,0.0094,0.1214,18,1,752,7.5e-06,39,12
qwen3-30b-a3b,Ngebaki,Ngebaki berarti memberi makan.,0,0.0941,0.478,17,1,1767,6.51e-06,39,10
qwen3-30b-a3b,Ngecembeng,Ngecembeng berarti menjadi cemberut atau bersikap kesal.,0,0.1853,0.7916,9,1,1932,9.09e-06,41,18
qwen3-30b-a3b,Ngelih,Ngelih berarti merasa malu atau canggung.,0,0.3237,0.965,10,1,781,8.7e-06,39,16
qwen3-30b-a3b,nggapleki,Ngapleki berarti mengandalkan atau mempercayai sesuatu atau seseorang.,0,0.252,0.9083,11,1,608,1.12e-05,40,24
qwen3-30b-a3b,Nggawe,Membuat.,1,0.4569,0.9949,11,1,452,2.8431e-06,39,5
qwen3-30b-a3b,nggeh,Ya.,1,0.1084,0.5379,16,1,471,2.40885e-06,38,3
qwen3-30b-a3b,Nggoser,Nggoser berarti menarik atau menggulung sesuatu dengan tangan.,0,0.3244,0.9654,7,1,858,5.9319e-06,39,21
qwen3-30b-a3b,Nggugah,Menggugah.,1,0.1528,0.7021,18,1,640,6.1e-06,40,7
qwen3-30b-a3b,Ngono,"Ngono berarti ""begitu"" atau ""demikian"" dalam bahasa Indonesia.",1,0.2451,0.8999,7,1,939,5.6907e-06,38,20
qwen3-30b-a3b,Niku,"Niku berarti ""aku"" dalam bahasa Indonesia.",0,0.017,0.1462,19,1,1146,4.33935e-06,38,13
qwen3-30b-a3b,Ning,"Ning berarti ""dengan"" atau ""pada"" dalam bahasa Indonesia.",0,0.2107,0.8457,10,2,2588,5.4495e-06,37,19
qwen3-30b-a3b,Ningali,Melihat.,1,0.1545,0.7075,17,1,4299,4.32e-06,38,3
qwen3-30b-a3b,Njero,"Dalam bahasa Indonesia, kata ""Njero"" berarti dalam.",0,0.1772,0.7714,8,1,5683,8.31e-06,39,16
qwen3-30b-a3b,Nrimo,"Nrimo berarti tahan, sabar, atau menerima dengan ikhlas.",1,0.3768,0.9836,15,1,1763,9.21e-06,39,19
qwen3-30b-a3b,Nyambut,Menyambut.,0,-0.0145,0.0596,20,1,656,5.7e-06,39,6
qwen3-30b-a3b,Nyandhak,Nyandhak berarti menempel atau melekat.,0,0.2599,0.9173,14,1,7769,4.82175e-06,40,15
qwen3-30b-a3b,Og,"Og berarti ""sudah"" dalam bahasa Indonesia.",0,0.1293,0.6209,16,1,850,8.2e-06,37,15
qwen3-30b-a3b,Padha,Sama.,1,0.1535,0.7045,17,3,1545,4.32e-06,38,3
qwen3-30b-a3b,Pancen,Memang.,1,0.3175,0.962,14,1,502,5e-06,38,4
qwen3-30b-a3b,Panggah,"Panggah berarti tempat duduk atau kursi, khususnya yang tinggi atau berlantai.",0,0.1298,0.6229,15,1,2266,1.191e-05,39,28
qwen3-30b-a3b,Panjenengan,Anda (kata hormat untuk orang yang lebih tinggi atau dihormati).,1,0.1427,0.6694,18,1,1047,9.9e-06,39,20
qwen3-30b-a3b,Pedhot,Pedhot berarti kecil atau mungil dalam bahasa Indonesia.,0,0.0761,0.3974,13,1,2808,4.9185e-06,38,16
qwen3-30b-a3b,Pewe,Pewe berarti kotor atau kotoran.,0,0.083,0.4287,16,2,848,4.1463e-06,38,12
qwen3-30b-a3b,Pindho,Pindho berarti kecil atau mungil.,0,0.1086,0.5387,12,1,916,7.8e-06,39,13
qwen3-30b-a3b,Pirantos,Pirantos berarti peralatan atau perlengkapan.,1,0.4927,0.9971,11,1,441,1.287e-05,39,15
qwen3-30b-a3b,Pitakon,Pitakon berarti pertanyaan.,1,0.5309,0.9985,8,1,1727,6.51e-06,39,10
qwen3-30b-a3b,Piyambak,Piyambak berarti berjalan sendirian atau seorang diri.,1,0.6407,0.9997,7,2,1698,9e-06,40,18
qwen3-30b-a3b,Purun,Purun adalah tumbuhan rawa yang batangnya digunakan untuk membuat anyaman.,0,0.165,0.7387,8,1,4719,9.42e-06,38,20
qwen3-30b-a3b,Reksa,Reksa berarti tanggung jawab atau kewajiban.,0,0.4344,0.9929,15,1,651,9e-06,39,17
qwen3-30b-a3b,Rene,"""Rene"" dalam bahasa Indonesia berarti ""kembali"" atau ""kembali lagi"".",0,0.1834,0.7869,9,1,590,1e-05,37,21
qwen3-30b-a3b,Riyoyo,Riyoyo berarti tenang atau damai.,0,0.1482,0.6874,10,1,694,3.95325e-06,38,11
qwen3-30b-a3b,Rontek,Rontek berarti berjalan dengan cepat atau berlari.,0,0.0714,0.3758,13,1,514,5.1597e-06,39,17
qwen3-30b-a3b,Sae,Sae berarti baik atau bagus dalam bahasa Indonesia.,1,0.4838,0.9966,8,1,612,8e-06,38,14
qwen3-30b-a3b,Saged,Saged berarti sangat atau sangat sekali.,0,0.1233,0.5979,17,1,570,7.1e-06,38,11
qwen3-30b-a3b,Sagedipun,Sagedipun berarti sangat atau sangat sekali.,0,0.097,0.4903,14,1,1144,4.2426e-06,40,12
qwen3-30b-a3b,Sampun,Sampun berarti sudah dalam bahasa Indonesia.,1,0.4374,0.9932,12,2,454,4.1463e-06,38,12
qwen3-30b-a3b,Sanadyan,Sanadyan berarti suatu saat atau pada akhirnya.,0,0.0887,0.4545,15,1,5677,8.4e-06,39,15
qwen3-30b-a3b,Seje,Seje berarti cantik atau indah dalam bahasa Indonesia.,0,-0.0134,0.0618,19,1,559,4.72545e-06,38,15
qwen3-30b-a3b,Senep,Senep berarti sisa atau tersisa.,0,0.1348,0.6414,19,2,4053,6.42e-06,38,10
qwen3-30b-a3b,Sewelas,Sewelas berarti merasa sedih atau kecewa.,0,0.0937,0.476,20,1,537,4.72545e-06,38,15
qwen3-30b-a3b,Sitok,"Sitok berarti ""sikap"" atau ""perilaku"".",0,0.1712,0.7555,15,1,594,8.6e-06,38,16
qwen3-30b-a3b,Songo,Songo berarti tujuh dalam bahasa Indonesia.,0,0.2161,0.8556,14,1,458,1.118e-05,38,12
qwen3-30b-a3b,sopo,Siapa,1,0.4075,0.9893,10,1,428,2.40885e-06,38,3
qwen3-30b-a3b,Stel kendo,Stel kendo berarti siapkan alat-alat untuk makan.,0,0.0665,0.3534,19,1,1007,9.4e-06,40,18
qwen3-30b-a3b,Sugeng,Sugeng berarti selamat dalam bahasa Indonesia.,1,0.3959,0.9875,15,1,4081,7.02e-06,38,12
qwen3-30b-a3b,Sumelang,Sumelang berarti tenang atau damai.,0,0.1102,0.5451,14,1,502,4.19445e-06,39,12
qwen3-30b-a3b,Sundel,"Sundel berarti hantu perempuan yang konon muncul di malam hari, sering digambarkan dengan rambut panjang dan pakaian putih.",1,0.2289,0.8765,13,2,629,9.5517e-06,38,40
qwen3-30b-a3b,Surup,Surup berarti menutup atau mengunci.,0,0.2227,0.8667,9,1,499,4.1463e-06,38,12
qwen3-30b-a3b,Syawalan,"Syawalan adalah perayaan atau upacara yang dilakukan setelah bulan Ramadan, khususnya pada malam pertama bulan Syawal, sebagai bentuk syukur dan perayaan Idul Fitri.",1,0.6607,0.9998,8,1,762,1.17234e-05,39,51
qwen3-30b-a3b,Tali goci,"Tali goci adalah tali yang digunakan untuk mengikat atau menghubungkan dua benda, biasanya dalam konteks peralatan atau alat.",0,0.475,0.9961,5,1,674,2.34e-05,40,35
qwen3-30b-a3b,Tengen,Tengen berarti kanan.,1,0.25,0.9058,13,1,596,6.6e-06,39,9
qwen3-30b-a3b,Tiwas,Tiwas berarti mati.,1,0.333,0.9694,13,3,2010,3.3741e-06,38,8
qwen3-30b-a3b,Tresna,Tresna berarti cinta.,1,0.3449,0.9741,13,1,7462,3.6153e-06,39,9
qwen3-30b-a3b,Tumbas,Tumbas berarti kalah atau kalah dalam pertandingan.,0,0.0947,0.4805,14,1,946,4.96665e-06,39,16
qwen3-30b-a3b,Tur,Tur berarti pergi atau meninggalkan suatu tempat.,0,0.0389,0.2312,15,1,500,4.87035e-06,37,16
qwen3-30b-a3b,Unjung-unjung,Unjung-unjung berarti ujung-ujung atau bagian paling akhir dari sesuatu.,0,0.1056,0.5265,14,1,1476,1.23e-05,42,27
qwen3-30b-a3b,Urug,"Urug berarti menimbun atau mengisi dengan tanah, batu, atau bahan lain.",1,0.8059,1.0,1,1,1407,6.26985e-06,38,23
qwen3-30b-a3b,Wadon,Wadon berarti perempuan dalam bahasa Indonesia.,1,0.4664,0.9956,11,1,1992,4.58055e-06,39,14
qwen3-30b-a3b,Wedhi,Wedhi berarti air dalam bahasa Indonesia.,0,0.173,0.7605,11,1,4913,3.95325e-06,38,11
qwen3-30b-a3b,Wo,Wo adalah bentuk seru yang digunakan untuk menunjukkan keterkejutan atau keheranan.,0,0.339,0.9718,7,2,1460,1.09e-05,37,24
qwen3-30b-a3b,Yen,Yen berarti jika.,1,0.5338,0.9985,4,1,6316,3.18105e-06,38,7
sahabatai-1-llama3-q4km,akeh,Akeh berarti banyak dalam bahasa Indonesia.,1,0.2838,0.9399,16,1,455,,40,11
sahabatai-1-llama3-q4km,Anggitan,Anggitan adalah istilah dalam bahasa Jawa yang berarti puisi atau sajak.,0,0.4597,0.9952,4,1,623,,41,22
sahabatai-1-llama3-q4km,bajigur,"Bajigur adalah minuman tradisional khas Sunda yang terbuat dari santan, gula merah, dan jahe.",1,0.6968,0.9999,9,2,825,,41,31
sahabatai-1-llama3-q4km,Balung,Balung dalam bahasa Jawa berarti tulang.,1,0.1994,0.8233,16,1,524,,40,13
sahabatai-1-llama3-q4km,bantet,Bantet berarti berlari atau bergerak cepat.,0,0.1022,0.5124,17,1,613,,41,16
sahabatai-1-llama3-q4km,Bedat,Bedat berarti berlari atau bergerak cepat.,0,0.0409,0.2395,19,1,509,,40,15
sahabatai-1-llama3-q4km,Bisane,Bisane berarti bisa atau dapat.,1,0.2775,0.9346,13,2,514,,40,10
sahabatai-1-llama3-q4km,Blumbang,Blumbang adalah sebuah danau kecil atau kolam yang terbentuk secara alami.,1,0.6406,0.9997,4,1,613,,41,22
sahabatai-1-llama3-q4km,Bolo,"Bolo dalam bahasa Jawa berarti ""bola"" dalam bahasa Indonesia.",0,0.0936,0.4759,17,3,618,,40,19
sahabatai-1-llama3-q4km,Bondho,Bondho berarti utang atau pinjaman.,0,0.2178,0.8585,10,1,455,,40,12
sahabatai-1-llama3-q4km,Bongko,Bongko berarti tempat atau ruang yang digunakan untuk menyimpan sesuatu.,0,0.0787,0.409,19,2,609,,41,21
sahabatai-1-llama3-q4km,Briwut,Briwut berarti perang atau peperangan.,0,0.0915,0.4666,15,1,479,,41,14
sahabatai-1-llama3-q4km,Carane,"Carane berarti ""bagaimana"" dalam bahasa Indonesia.",0,0.3374,0.9713,18,1,506,,40,15
sahabatai-1-llama3-q4km,Celuk,"Celuk adalah sebuah nama tempat di Kabupaten Gianyar, Bali.",0,0.0844,0.435,16,1,519,,40,16
sahabatai-1-llama3-q4km,Cempe,"Cempe adalah sejenis anjing yang memiliki ukuran tubuh besar dan kuat, sering digunakan sebagai anjing penjaga.",0,0.283,0.9393,10,1,747,,40,31
sahabatai-1-llama3-q4km,Cetho,Cetho berarti jelas atau terang.,1,0.386,0.9856,6,1,499,,41,12
sahabatai-1-llama3-q4km,Cilik,Cilik dalam bahasa Jawa berarti kecil.,1,0.5424,0.9987,14,1,498,,40,13
sahabatai-1-llama3-q4km,Crigis,"Crigis dalam bahasa Jawa berarti ""krisis"".",0,0.0508,0.2827,17,1,618,,41,16
sahabatai-1-llama3-q4km,Dalem,Dalem berarti dalam atau di dalam.,0,-0.0192,0.0509,18,3,460,,40,10
sahabatai-1-llama3-q4km,Dateng,Dateng berarti datang.,1,0.3641,0.9803,19,2,403,,40,8
